Notice Date,Effective,Received,Company,City,No. O f,Layoff/Closure
7/20/15,0  9  / 3  0  / 2  0  15,0  7  / 2  3  / 2  0  15,"IAP W orldwide Servic es , Inc .",Mountain View,67,Layof f  Perm anent
7/21/15,0  9  / 1  5  / 2  0  15,0  7  / 2  3  / 2  0  15,Pres s e LLC dba Caf e de la Pres s e and,San Franc is c o,85,Clos ure T em porary
7/10/15,1  0  / 0  4  / 2  0  15,0  7  / 2  4  / 2  0  15,Sears  Holdings  Corporation,Cupertino,81,Clos ure Perm anent
7/10/15,1  0  / 0  4  / 2  0  15,0  7  / 2  4  / 2  0  15,Sears  Holdings  Corporation,Cupertino,17,Clos ure Perm anent
7/14/15,0  9  / 1  4  / 2  0  15,0  7  / 2  4  / 2  0  15,"As s oc iate Managem ent Res ourc es , Inc .",San Diego,533,Clos ure Perm anent
7/10/15,1  0  / 1  1  / 2  0  15,0  7  / 2  7  / 2  0  15,Km art,Atwater,74,Clos ure Perm anent
7/27/15,0  9  / 2  5  / 2  0  15,0  7  / 2  7  / 2  0  15,"Saf eway, Inc .",Pleas anton,37,Layof f  Unk nown at this  tim e
7/27/15,0  9  / 3  0  / 2  0  15,0  7  / 2  9  / 2  0  15,"Hank  Fis her Properties , Inc . - Chateau at",Carm ic hael,57,Layof f  Perm anent
7/27/15,0  9  / 3  0  / 2  0  15,0  7  / 2  9  / 2  0  15,"Hank  Fis her Properties , Inc . - Chateau",Sac ram ento,42,Layof f  Perm anent
7/27/15,0  9  / 3  0  / 2  0  15,0  7  / 2  9  / 2  0  15,"Hank  Fis her Properties , Inc . - River' s",Sac ram ento,34,Layof f  Perm anent
7/27/15,0  9  / 3  0  / 2  0  15,0  7  / 2  9  / 2  0  15,"Hank  Fis her Properties , Inc . - T he",Sac ram ento,89,Layof f  Perm anent
7/27/15,1  0  / 1  5  / 2  0  15,0  7  / 2  9  / 2  0  15,"Hank  Fis her Properties , Inc .",Sac ram ento,7,Layof f  Perm anent
7/27/15,1  2  / 3  1  / 2  0  15,0  7  / 2  9  / 2  0  15,"Hank  Fis her Properties , Inc . - Leis ure",Sac ram ento,13,Layof f  Perm anent
7/29/15,0  9  / 3  0  / 2  0  15,0  7  / 2  9  / 2  0  15,SPS Dis tribution Center,Pas o Robles,8,Clos ure Perm anent
7/23/15,0  7  / 3  1  / 2  0  15,0  7  / 3  0  / 2  0  15,"T urf  T erm inators , LLC",Los  Angeles,94,Layof f  Perm anent
7/29/15,0  7  / 2  8  / 2  0  15,0  7  / 3  0  / 2  0  15,Relativity Media,Beverly Hills,33,Layof f  Perm anent
7/29/15,0  7  / 2  8  / 2  0  15,0  7  / 3  0  / 2  0  15,Relativity Media,Beverly Hills,28,Layof f  Perm anent
7/29/15,0  9  / 2  8  / 2  0  15,0  7  / 3  0  / 2  0  15,"Buc a Res taurants  2, Inc .(CANC ELLED)* *",Santa Monic a,61,Clos ure Perm anent
7/30/15,0  9  / 3  0  / 2  0  15,0  7  / 3  0  / 2  0  15,United T ec hnologies  Corporation,San Diego,21,Clos ure Perm anent
7/28/15,0  9  / 2  6  / 2  0  15,0  7  / 3  1  / 2  0  15,"Kixeye, Inc .",San Franc is c o,62,Layof f  Perm anent
7/31/15,1  0  / 0  2  / 2  0  15,0  7  / 3  1  / 2  0  15,Bos ton Sc ientif ic  Corporation,Frem ont,284,Clos ure Perm anent
7/31/15,1  0  / 0  2  / 2  0  15,0  7  / 3  1  / 2  0  15,Bos ton Sc ientif ic  Corporation,San J os e,171,Clos ure Perm anent
7/20/15,0  9  / 3  0  / 2  0  15,0  8  / 0  3  / 2  0  15,Ruan T rans portation Corporation,Ripon,78,Clos ure Perm anent
7/27/15,0  9  / 3  0  / 2  0  15,0  8  / 0  3  / 2  0  15,Arm s trong Growers,San J uan,56,Clos ure Perm anent
7/28/15,0  9  / 2  8  / 2  0  15,0  8  / 0  3  / 2  0  15,CR  Briggs  Corporation,T rona,5,Layof f  Perm anent
7/29/15,0  8  / 0  3  / 2  0  15,0  8  / 0  3  / 2  0  15,Molyc orp Minerals  LLC,Mountain Pas s,474,Layof f  Perm anent
7/30/15,0  9  / 3  0  / 2  0  15,0  8  / 0  3  / 2  0  15,Binder & Binder,O range,70,Clos ure Perm anent
7/31/15,0  9  / 3  0  / 2  0  15,0  8  / 0  3  / 2  0  15,"Dris c oll' s  Strawberry As s oc iates , Inc .",Salinas,38,Clos ure Perm anent
7/27/15,1  0  / 2  3  / 2  0  15,0  8  / 0  4  / 2  0  15,Hilton San Franc is c o Union Square,San Franc is c o,78,Layof f  Perm anent
8/3/15,1  0  / 0  5  / 2  0  15,0  8  / 0  4  / 2  0  15,O wens -Broc k way Glas s  Container Inc .,O ak land,202,Clos ure Perm anent
7/30/15,0  7  / 3  0  / 2  0  15,0  8  / 0  5  / 2  0  15,Abbott Vas c ular,T em ec ula,133,Layof f  Perm anent
7/30/15,0  7  / 3  0  / 2  0  15,0  8  / 0  5  / 2  0  15,Abbott Vas c ular,T em ec ula,3,Layof f  Perm anent
7/30/15,0  7  / 3  0  / 2  0  15,0  8  / 0  5  / 2  0  15,Abbott Vas c ular,T em ec ula,27,Layof f  Perm anent
7/30/15,0  7  / 3  0  / 2  0  15,0  8  / 0  5  / 2  0  15,Abbott Vas c ular,Santa Clara,81,Layof f  Perm anent
8/4/15,0  9  / 1  1  / 2  0  15,0  8  / 0  7  / 2  0  15,"Anna' s  Linens , Inc .",Cos ta Mes a,29,Clos ure Perm anent
7/31/15,1  0  / 0  2  / 2  0  15,0  8  / 1  0  / 2  0  15,Boeing Com pany,Long Beac h,8,Layof f  Unk nown at this  tim e
8/10/15,1  0  / 0  9  / 2  0  15,0  8  / 1  0  / 2  0  15,"Saf eway, Inc .",Pleas anton,37,Layof f  Unk nown at this  tim e
8/4/15,1  0  / 0  5  / 2  0  15,0  8  / 1  1  / 2  0  15,"CG R/T hom ps on Indus tries , Inc .",Fullerton,102,Clos ure Perm anent
8/10/15,1  0  / 1  5  / 2  0  15,0  8  / 1  2  / 2  0  15,"BI NU T RAC EUT ICALS, INC.",Long Beac h,54,Layof f  Perm anent
8/5/15,0  9  / 3  0  / 2  0  15,0  8  / 1  3  / 2  0  15,"Lyris , Inc .",Em eryville,72,Layof f  Perm anent
8/5/15,0  9  / 3  0  / 2  0  15,0  8  / 1  3  / 2  0  15,"Lyris , Inc .",Santa Clara,7,Layof f  Perm anent
8/5/15,1  0  / 0  9  / 2  0  15,0  8  / 1  3  / 2  0  15,Ralphs  Groc ery Com pany,Pic o Rivera,67,Layof f  Perm anent
8/12/15,1  0  / 1  2  / 2  0  15,0  8  / 1  3  / 2  0  15,Chevron,San Ram on,430,Layof f  Perm anent
8/12/15,1  0  / 1  2  / 2  0  15,0  8  / 1  3  / 2  0  15,Chevron,Ric hm ond,70,Layof f  Perm anent
8/12/15,1  0  / 1  6  / 2  0  15,0  8  / 1  3  / 2  0  15,Q ues t Diagnos tic s  Inc orporated,San J os e,78,Layof f  Perm anent
8/13/15,1  0  / 2  3  / 2  0  15,0  8  / 1  3  / 2  0  15,Motorola Mobility LLC,Sunnyvale,213,Layof f  Perm anent
8/14/15,1  0  / 1  4  / 2  0  15,0  8  / 1  4  / 2  0  15,"Raytheon Intelligenc e, Inf orm ation &",Chula Vis ta,41,Clos ure Unk nown at this  tim e
8/14/15,1  0  / 1  3  / 2  0  15,0  8  / 1  7  / 2  0  15,"Haggen, Inc . (Store #2154)",Newbury Park,38,Clos ure Perm anent
8/14/15,1  0  / 1  3  / 2  0  15,0  8  / 1  7  / 2  0  15,"Haggen, Inc . (Store #2157)",Sim i Valley,48,Clos ure Perm anent
8/14/15,1  0  / 1  3  / 2  0  15,0  8  / 1  7  / 2  0  15,"Haggen, Inc . (Store #2199)",Sim i Valley,53,Clos ure Perm anent
8/14/15,1  0  / 1  3  / 2  0  15,0  8  / 1  7  / 2  0  15,"Haggen, Inc . (Store #2201)",Irvine,47,Clos ure Perm anent
8/14/15,1  0  / 1  3  / 2  0  15,0  8  / 1  7  / 2  0  15,"Haggen, Inc . (Store #2203)",Mis s ion Viej o,41,Clos ure Perm anent
8/14/15,1  0  / 1  3  / 2  0  15,0  8  / 1  7  / 2  0  15,"Haggen, Inc . (Store #2213)",Santa Clarita,33,Clos ure Perm anent
8/14/15,1  0  / 1  3  / 2  0  15,0  8  / 1  7  / 2  0  15,"Haggen, Inc . (Store #2215)",T us tin,33,Clos ure Perm anent
8/14/15,1  0  / 1  3  / 2  0  15,0  8  / 1  7  / 2  0  15,"Haggen, Inc . (Store #2216)",T us tin,36,Clos ure Perm anent
8/12/15,1  0  / 1  6  / 2  0  15,0  8  / 1  8  / 2  0  15,Sk y Aeros pac e Produc ts,Los  Angeles,53,Clos ure Perm anent
8/13/15,1  0  / 1  6  / 2  0  15,0  8  / 1  8  / 2  0  15,Ralphs  Groc ery Com pany,Herm os a Beac h,74,Layof f  Perm anent
8/14/15,1  0  / 1  3  / 2  0  15,0  8  / 1  8  / 2  0  15,"Haggen, Inc . (Store #2183)",El Caj on,49,Clos ure Perm anent
8/14/15,1  0  / 1  3  / 2  0  15,0  8  / 1  8  / 2  0  15,"Haggen, Inc . (Store #2185)",La Mes a,37,Clos ure Perm anent
8/14/15,1  0  / 1  3  / 2  0  15,0  8  / 1  8  / 2  0  15,"Haggen, Inc . (Store #2191)",San Marc os,36,Clos ure Perm anent
8/14/15,1  0  / 1  3  / 2  0  15,0  8  / 1  8  / 2  0  15,"Haggen, Inc . (Store #2193)",Chula Vis ta,37,Clos ure Perm anent
8/14/15,1  0  / 1  3  / 2  0  15,0  8  / 1  8  / 2  0  15,"Haggen, Inc . (Store #2194)",Chula Vis ta,31,Clos ure Perm anent
8/14/15,1  0  / 1  3  / 2  0  15,0  8  / 1  8  / 2  0  15,"Haggen, Inc . (Store #2207)",San Ys idro,41,Clos ure Perm anent
8/14/15,1  0  / 1  3  / 2  0  15,0  8  / 1  8  / 2  0  15,"Haggen, Inc . (Store #2208)",Bak ers f ield,36,Clos ure Perm anent
8/14/15,1  0  / 1  3  / 2  0  15,0  8  / 1  8  / 2  0  15,"Haggen, Inc . (Store #2210)",Los  Os os,24,Clos ure Perm anent
8/14/15,1  0  / 2  5  / 2  0  15,0  8  / 1  8  / 2  0  15,Ralphs  Groc ery Com pany,Santa Ana,75,Layof f  Perm anent
8/14/15,1  0  / 2  7  / 2  0  15,0  8  / 1  8  / 2  0  15,USS-PO SCO  Indus tries,Pitts burg,661,Layof f  T em porary
8/6/15,1  0  / 3  0  / 2  0  15,0  8  / 1  9  / 2  0  15,Zim m er Biom et Dental (As ton),Carls bad,97,Clos ure Perm anent
8/6/15,1  0  / 3  0  / 2  0  15,0  8  / 1  9  / 2  0  15,Zim m er Biom et Dental (El Cam ino),Carls bad,172,Clos ure Perm anent
8/6/15,1  0  / 3  0  / 2  0  15,0  8  / 1  9  / 2  0  15,"Zim m er Biom et, Inc . (Darwin Ct)",Carls bad,10,Clos ure Perm anent
8/18/15,1  0  / 1  8  / 2  0  15,0  8  / 1  9  / 2  0  15,"KND  Developm ent 53, L.L.C., d/b/a",Hawaiian Gardens,94,Clos ure Perm anent
8/17/15,1  0  / 1  6  / 2  0  15,0  8  / 2  1  / 2  0  15,"Soitec  Solar Indus tries , LLC",San Diego,100,Clos ure Perm anent
8/20/15,1  0  / 1  9  / 2  0  15,0  8  / 2  1  / 2  0  15,Saf eway,W alnut Creek,63,Clos ure Perm anent
8/20/15,1  0  / 2  2  / 2  0  15,0  8  / 2  1  / 2  0  15,XO MA (US) LLC,Berk eley,39,Layof f  Perm anent
8/21/15,1  0  / 2  3  / 2  0  15,0  8  / 2  1  / 2  0  15,"W es tern Digital T ec hnologies , Inc .",Mountain View,56,Layof f  Perm anent
8/21/15,1  0  / 2  3  / 2  0  15,0  8  / 2  1  / 2  0  15,"W es tern Digital T ec hnologies , Inc .",Irvine,81,Layof f  Perm anent
8/20/15,1  0  / 2  5  / 2  0  15,0  8  / 2  4  / 2  0  15,Silgan Containers,Riverbank,180,Layof f  T em porary
8/21/15,1  0  / 2  3  / 2  0  15,0  8  / 2  5  / 2  0  15,Boeing Com pany,Huntington Beac h,26,Layof f  Unk nown at this  tim e
8/21/15,1  0  / 2  3  / 2  0  15,0  8  / 2  5  / 2  0  15,Boeing Com pany,Long Beac h,113,Layof f  Unk nown at this  tim e
8/21/15,1  0  / 2  3  / 2  0  15,0  8  / 2  5  / 2  0  15,Boeing Com pany,El Segundo,39,Layof f  Unk nown at this  tim e
8/24/15,1  0  / 3  1  / 2  0  15,0  8  / 2  5  / 2  0  15,"Mes a Beverage Co., Inc .",Santa Ros a,137,Layof f  Perm anent
8/25/15,1  0  / 2  4  / 2  0  15,0  8  / 2  6  / 2  0  15,"Patina Group NewCo, LLC.",Los  Angeles,317,Layof f  Unk nown at this  tim e
8/27/15,0  8  / 3  1  / 2  0  15,0  8  / 2  7  / 2  0  15,"VT  W es t, Inc .",La Mirada,68,Layof f  Perm anent
8/25/15,1  0  / 2  6  / 2  0  15,0  8  / 2  8  / 2  0  15,Intuit Inc .,San Diego,9,Layof f  Perm anent
8/25/15,1  0  / 2  6  / 2  0  15,0  8  / 2  8  / 2  0  15,Intuit Inc .,Menlo Park,8,Layof f  Perm anent
8/25/15,1  0  / 2  6  / 2  0  15,0  8  / 2  8  / 2  0  15,Intuit Inc .,San Franc is c o,2,Layof f  Perm anent
8/25/15,1  0  / 2  6  / 2  0  15,0  8  / 2  8  / 2  0  15,Intuit Inc .,W oodland Hills,46,Layof f  Perm anent
8/25/15,1  0  / 2  6  / 2  0  15,0  8  / 2  8  / 2  0  15,Intuit Inc .,Mountain View,45,Layof f  Perm anent
8/27/15,1  0  / 3  0  / 2  0  15,0  8  / 2  8  / 2  0  15,Sheraton Operating Corporation,Palm  Des ert,124,Layof f  Perm anent
8/25/15,1  1  / 0  7  / 2  0  15,0  8  / 3  1  / 2  0  15,San J os e Airport G arden Hotel,San J os e,123,Clos ure Perm anent
8/31/15,1  0  / 3  0  / 2  0  15,0  8  / 3  1  / 2  0  15,Saf eway Inc .,Pleas anton,5,Layof f  Unk nown at this  tim e
8/28/15,1  0  / 3  0  / 2  0  15,0  9  / 0  1  / 2  0  15,Boeing Com pany,Long Beac h,2,Layof f  Unk nown at this  tim e
8/28/15,1  0  / 3  0  / 2  0  15,0  9  / 0  1  / 2  0  15,Boeing Com pany,Huntington Beac h,6,Layof f  Unk nown at this  tim e
8/28/15,1  0  / 3  0  / 2  0  15,0  9  / 0  1  / 2  0  15,Boeing Com pany,El Segundo,106,Layof f  Unk nown at this  tim e
8/28/15,1  1  / 0  1  / 2  0  15,0  9  / 0  1  / 2  0  15,"Kor Hotel Managem ent, LLC dba Vic eroy",San Franc is c o,47,Clos ure T em porary
9/1/15,1  1  / 0  2  / 2  0  15,0  9  / 0  2  / 2  0  15,"M.E. Fox & Com pany, Inc .",San J os e,127,Layof f  Perm anent
9/1/15,1  1  / 0  3  / 2  0  15,0  9  / 0  3  / 2  0  15,Sheraton Operating Corporation,Dana Point,610,Clos ure T em porary
8/24/15,1  0  / 2  3  / 2  0  15,0  9  / 0  4  / 2  0  15,"Park  'N  Fly San Diego and Park  'N  Fly,",San Diego,71,Layof f  Perm anent
9/2/15,1  1  / 0  6  / 2  0  15,0  9  / 0  4  / 2  0  15,"Ac c larent, Inc .",Menlo Park,114,Layof f  Unk nown at this  tim e
9/3/15,1  0  / 3  0  / 2  0  15,0  9  / 0  4  / 2  0  15,FAMIMA Corporation,T orranc e,9,Layof f  Unk nown at this  tim e
9/3/15,1  0  / 3  0  / 2  0  15,0  9  / 0  4  / 2  0  15,FAMIMA Corporation,Santa Monic a,12,Layof f  Unk nown at this  tim e
9/3/15,1  0  / 3  0  / 2  0  15,0  9  / 0  4  / 2  0  15,FAMIMA Corporation (700 W ils hire s tore),Los  Angeles,10,Layof f  Unk nown at this  tim e
9/3/15,1  0  / 3  0  / 2  0  15,0  9  / 0  4  / 2  0  15,FAMIMA Corporation (Broadway Arc ade,Los  Angeles,9,Layof f  Unk nown at this  tim e
9/3/15,1  0  / 3  0  / 2  0  15,0  9  / 0  4  / 2  0  15,FAMIMA Corporation (City National,Los  Angeles,4,Layof f  Unk nown at this  tim e
9/3/15,1  0  / 3  0  / 2  0  15,0  9  / 0  4  / 2  0  15,FAMIMA Corporation (Pac if ic  Center,Los  Angeles,11,Layof f  Unk nown at this  tim e
9/3/15,1  0  / 3  0  / 2  0  15,0  9  / 0  4  / 2  0  15,FAMIMA Corporation (Roos evelt s tore),Los  Angeles,9,Layof f  Unk nown at this  tim e
9/3/15,1  0  / 3  0  / 2  0  15,0  9  / 0  4  / 2  0  15,FAMIMA Corporation (T wo Calif ornia,Los  Angeles,10,Layof f  Unk nown at this  tim e
9/3/15,1  0  / 3  0  / 2  0  15,0  9  / 0  4  / 2  0  15,FAMIMA Corporation (Union Station,Los  Angeles,20,Layof f  Unk nown at this  tim e
9/3/15,1  1  / 0  2  / 2  0  15,0  9  / 0  4  / 2  0  15,MiaSole Hi-T ec h Corp. (Santa Clara-,Santa Clara,1,Layof f  Perm anent
9/3/15,1  1  / 0  2  / 2  0  15,0  9  / 0  4  / 2  0  15,MiaSole Hi-T ec h Corp. (Santa Clara-,Santa Clara,64,Layof f  Perm anent
9/3/15,1  1  / 0  2  / 2  0  15,0  9  / 0  4  / 2  0  15,MiaSole Hi-T ec h Corp. (Sunnyvale-,Sunnyvale,14,Layof f  Perm anent
8/28/15,0  8  / 2  5  / 2  0  15,0  9  / 0  8  / 2  0  15,BAE SYST EMS,San Franc is c o,134,Layof f  T em porary
9/2/15,1  1  / 0  6  / 2  0  15,0  9  / 1  0  / 2  0  15,Mentor W orldwide LLC,Santa Barbara,81,Layof f  Unk nown at this  tim e
9/10/15,1  1  / 0  9  / 2  0  15,0  9  / 1  0  / 2  0  15,"Collec to, Inc . dba EOS CCA",Novato,45,Clos ure Perm anent
9/10/15,1  1  / 1  0  / 2  0  15,0  9  / 1  0  / 2  0  15,"W es tern Digital T ec hnologies , Inc .",Irvine,143,Layof f  Perm anent
9/1/15,1  1  / 0  1  / 2  0  15,0  9  / 1  1  / 2  0  15,Zenith Educ ation Group,Santa Ana,18,Layof f  Perm anent
9/4/15,0  9  / 0  4  / 2  0  15,0  9  / 1  1  / 2  0  15,"Q uik s ilver, Inc .",Huntington Beac h,77,Layof f  Perm anent
9/4/15,1  1  / 0  6  / 2  0  15,0  9  / 1  4  / 2  0  15,Boeing Com pany,Long Beac h,2,Layof f  Unk nown at this  tim e
9/10/15,1  1  / 0  9  / 2  0  15,0  9  / 1  4  / 2  0  15,Seagate US LLC,Cupertino,62,Layof f  Perm anent
9/11/15,0  9  / 1  4  / 2  0  15,0  9  / 1  4  / 2  0  15,"Cis c o Sys tem s , Inc .",San J os e,20,Layof f  Perm anent
9/11/15,0  9  / 2  9  / 2  0  15,0  9  / 1  4  / 2  0  15,AT &T,San Ram on,219,Layof f  Perm anent
9/15/15,0  7  / 2  0  / 2  0  15,0  9  / 1  6  / 2  0  15,"G REE International, Inc .",San Franc is c o,114,Layof f  Unk nown at this  tim e
9/15/15,1  1  / 1  4  / 2  0  15,0  9  / 1  6  / 2  0  15,Brak e Parts  Inc .,Chowc hilla,107,Layof f  Perm anent
9/16/15,0  9  / 1  7  / 2  0  15,0  9  / 1  6  / 2  0  15,"Halliburton Energy Servic es , Inc .",Bak ers f ield,52,Layof f  Perm anent
9/15/15,0  9  / 3  0  / 2  0  15,0  9  / 1  7  / 2  0  15,CareFus ion (Pac if ic  Mes a),San Diego,19,Layof f  Perm anent
9/15/15,0  9  / 3  0  / 2  0  15,0  9  / 1  7  / 2  0  15,CareFus ion (T orrey View),San Diego,76,Layof f  Perm anent
9/17/15,1  1  / 2  0  / 2  0  15,0  9  / 1  7  / 2  0  15,Q ualc om m  Inc orporated,San J os e,10,Layof f  Perm anent
9/17/15,1  1  / 2  0  / 2  0  15,0  9  / 1  7  / 2  0  15,Q ualc om m  Inc orporated,San J os e,14,Layof f  Perm anent
